Timestamp, percent_filled
2/16/2023 13:20,0.9
2/16/2023 13:21,0.89
2/16/2023 13:23,0.9
2/16/2023 13:23,0.89
2/16/2023 13:25,0.88
2/16/2023 13:26,0.88
2/16/2023 13:28,0.88
2/16/2023 13:28,0.88
2/16/2023 13:30,0.88
2/16/2023 13:31,0.91
2/16/2023 13:33,0.9
2/16/2023 13:33,0.88
2/16/2023 13:35,0.88
2/16/2023 13:36,0.86
2/16/2023 13:38,0.85
2/16/2023 13:38,0.84
2/16/2023 13:40,0.82
2/16/2023 13:41,0.82
2/16/2023 13:43,0.82
2/16/2023 13:43,0.81
2/16/2023 13:45,0.81
2/16/2023 13:46,0.81
2/16/2023 13:48,0.8
2/16/2023 13:48,0.81
2/16/2023 13:50,0.8
2/16/2023 13:51,0.79
2/16/2023 13:53,0.76
2/16/2023 13:53,0.77
2/16/2023 13:55,0.76
2/16/2023 13:56,0.78
2/16/2023 13:58,0.79
2/16/2023 13:58,0.78
2/16/2023 14:25,1
2/16/2023 14:26,0.98
2/16/2023 14:28,0.96
2/16/2023 14:28,0.97
2/16/2023 14:30,0.96
2/16/2023 14:31,0.97
2/16/2023 14:33,0.98
2/16/2023 14:33,1
2/16/2023 14:35,1.01
2/16/2023 14:36,1.02
2/16/2023 14:38,1
2/16/2023 14:38,1.02
2/16/2023 14:40,1.02
2/16/2023 14:41,1
2/16/2023 14:43,1
2/16/2023 14:43,1.01
2/16/2023 14:45,1.02
2/16/2023 14:46,1
2/16/2023 14:48,1.01
2/16/2023 14:48,1.01
2/16/2023 14:50,1.02
2/16/2023 14:51,1.02
2/16/2023 14:53,1.03
2/16/2023 14:53,1.03
2/16/2023 14:55,1.04
2/16/2023 14:56,1.04
2/16/2023 14:58,1.02
2/16/2023 14:58,1.02
2/16/2023 15:00,1.02
2/16/2023 15:01,1.02
2/16/2023 15:03,1.01
2/16/2023 15:03,1.01
2/16/2023 15:05,1.01
2/16/2023 15:06,1.02
2/16/2023 15:08,1.02
2/16/2023 15:08,1
2/16/2023 15:10,1
2/16/2023 15:11,1.02
2/16/2023 16:13,1.05
2/16/2023 16:13,1.04
2/16/2023 16:15,1.05
2/16/2023 16:16,1.05
2/16/2023 16:18,1.05
2/16/2023 16:20,1.05
2/16/2023 16:21,1.04
2/16/2023 16:23,1.05
2/16/2023 16:25,1.06
2/16/2023 16:26,1.06
2/16/2023 16:28,1.05
2/16/2023 16:30,1.04
2/16/2023 16:31,1.04
2/16/2023 16:33,1.06
2/16/2023 16:35,1.06
2/16/2023 16:36,1.06
2/16/2023 16:38,1.06
2/16/2023 16:40,1.06
2/16/2023 16:41,1.06
2/16/2023 16:43,1.06
2/16/2023 16:45,1.05
2/16/2023 16:46,1.07
2/16/2023 16:48,1.08
2/16/2023 16:50,1.08
2/16/2023 16:51,1.08
2/16/2023 18:05,0.95
2/16/2023 18:06,0.94
2/16/2023 18:08,0.94
2/16/2023 18:10,0.92
2/16/2023 18:11,0.94
2/16/2023 18:13,0.94
2/16/2023 18:15,0.93
2/16/2023 18:16,0.92
2/16/2023 18:18,0.92
2/16/2023 18:20,0.94
2/16/2023 18:21,0.9
2/16/2023 18:23,0.92
2/16/2023 18:25,0.92
2/16/2023 18:26,0.93
2/16/2023 18:28,0.9
